0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0.0013145
74	0.00149089
75	0.00136835
76	0.00143625
77	0.00151863
78	0.0017212
79	0.00153789
80	0.00155843
81	0.00159752
82	0.00173639
83	0.00210615
84	0.00221238
85	0.00246405
86	0.00246902
87	0.00274476
88	0.00297724
89	0.00329212
90	0.00397838
91	0.00441435
92	0.00476144
93	0.00581732
94	0.00609418
95	0.00682426
96	0.00729904
97	0.00810261
98	0.00874032
99	0.00921961
100	0.00917821
101	0.00983166
102	0.010802
103	0.0115673
104	0.0121221
105	0.0128361
106	0.0140196
107	0.0146345
108	0.0151882
109	0.0157909
110	0.015684
111	0.0170658
112	0.0169672
113	0.0172495
114	0.0186337
115	0.0197197
116	0.0203047
117	0.0213318
118	0.0225225
119	0.0220014
120	0.0225393
121	0.0225081
122	0.0219064
123	0.0207899
124	0.0192874
125	0.0186391
126	0.0187606
127	0.0180715
128	0.0172835
129	0.016045
130	0.0153928
131	0.0150487
132	0.0143575
133	0.0139002
134	0.0129701
135	0.0121693
136	0.01148
137	0.0110145
138	0.0104427
139	0.0106505
140	0.0107924
141	0.0102036
142	0.00978201
143	0.0091822
144	0.00815354
145	0.00754885
146	0.00741889
147	0.006777
148	0.00652385
149	0.00680332
150	0.00678219
151	0.00674781
152	0.00629881
153	0.0060827
154	0.00619617
155	0.00554043
156	0.0052431
157	0.00473695
158	0.0046455
159	0.00403239
160	0.00424232
161	0.00403328
162	0.00387321
163	0.00380071
164	0.00360633
165	0.00330483
166	0.0031632
167	0.00293485
168	0.00280132
169	0.00291379
170	0.00288822
171	0.00252595
172	0.00233668
173	0.00257313
174	0.00223907
175	0.00271504
176	0.00282864
177	0.00278209
178	0.00234025
179	0.00210445
180	0.00194994
181	0.00166424
182	0.00181276
183	0.00163644
184	0.00173419
185	0.00183772
186	0.00185185
187	0.00162762
188	0.00174257
189	0.00157886
190	0.00166743
191	0.00161735
192	0.0013105
193	0.00126239
194	0.0012098
195	0.0012968
196	0.00108067
197	0.00103793
198	0.0010347
199	0.00102629
200	0.00110052
201	0.00109392
202	0.000970743
203	0.00100459
204	0.00098292
205	0.000720082
206	0.000777991
207	0.000622938
208	0.000721394
209	0.00053883
210	0.000512535
211	0.000449565
212	0.000485995
213	0.000572202
214	0.00038897
215	0.000435593
216	0.000351433
217	0.000236628
218	0.000252148
219	0.000235419
220	0.00027219
221	0.000292395
222	0.000327443
223	0.000307272
224	0.000374733
225	0.000239805
226	0.000193073
227	0.000219434
228	0.000257317
229	0.000234535
230	0.000182501
231	0.0001629
232	0.000232583
233	0.00020663
234	0.000163728
235	0.000232248
236	0.000267956
237	0.000273398
238	0.00032811
239	0.000271909
240	0.000206954
241	0.000241041
242	0.000255092
243	0.000284345
244	0.000294765
245	0.000276103
246	0.00037
247	0.000402626
248	0.000541221
249	0.000501833
250	0.000473563
251	0.000673057
252	0.000742609
253	0.000653268
254	0.000625098
255	0.000691713
256	0.000777353
257	0.000816542
258	0.000779985
259	0.00103341
260	0.00108212
261	0.00126595
262	0.00143993
263	0.00160094
264	0.00168345
265	0.00163774
266	0.00149799
267	0.00148168
268	0.00148232
269	0.00157206
270	0.00206585
271	0.00228217
272	0.00229336
273	0.00256653
274	0.00279156
275	0.00298582
276	0.00310506
277	0.00366681
278	0.00418432
279	0.00457383
280	0.00483441
281	0.00510076
282	0.00524183
283	0.00554449
284	0.00621042
285	0.00619634
286	0.00666657
287	0.0071226
288	0.00719382
289	0.0073941
290	0.007541
291	0.00830483
292	0.00853815
293	0.00889586
294	0.00916116
295	0.00956281
296	0.0103346
297	0.0106353
298	0.0109867
299	0.0110872
300	0.0118775
301	0.0117359
302	0.0115836
303	0.0116865
