0	0.02829673383921799
1	0.027490705241638286
2	0.026133297323570132
3	0.02320709152723847
4	0.022089733901431145
5	0.02122618867651729
6	0.02080120138413868
7	0.019468446905928756
8	0.019293610199451458
9	0.019222261106047047
10	0.017253851296370228
11	0.01837981721170128
12	0.01759362503901786
13	0.016811191172278122
14	0.016731602948385178
15	0.014817669312873712
16	0.0144386268152392
17	0.014696207376064072
18	0.015539001558717274
19	0.01548343749384571
20	0.015315534387177848
21	0.015712318154632775
22	0.013411497602493985
23	0.013703403772676249
24	0.014163726495738408
25	0.012932338221054747
26	0.013036747854237862
27	0.012730469996983228
28	0.012083329726360609
29	0.011734986899832593
30	0.011947888148853178
31	0.011965700555378688
32	0.011157431762136022
33	0.010953165539217368
34	0.011525315635957984
35	0.01085143723055524
36	0.010390610057985271
37	0.009970450425239127
38	0.008577525338102748
39	0.00755327182977549
40	0.008740914108780574
41	0.009185370293646196
42	0.008889202224512515
43	0.007593438785321239
44	0.007558363659418589
45	0.007030651877686811
46	0.0068140824678813525
47	0.0077907336042150055
48	0.007583709673906048
49	0.008133882407972972
50	0.00855708903269946
51	0.008724415391995862
52	0.00846243776718904
53	0.008843490178870124
54	0.007889170095120638
55	0.007679753185497077
56	0.006144478659348139
57	0.005485758044031177
58	0.00554735366711045
59	0.00494246690478766
60	0.004605868509741093
61	0.004280328546065762
62	0.005136105765995367
63	0.005286225591604723
64	0.005668444022762696
65	0.005670388768035378
66	0.005407393732638408
67	0.005391444644316861
68	0.004828382968765372
69	0.005072076290823842
70	0.004447010481535576
71	0.004070512299135328
72	0.003610383305471173
73	0.004115921834243211
74	0.004215858699930797
75	0.004159828667072997
76	0.0043239756672249306
77	0.004360889602997901
78	0.0039174655379156376
79	0.004101679904835205
80	0.004277813606816025
81	0.0035664703914692836
82	0.003139881420759248
83	0.0028977716603528435
84	0.002446545723637146
85	0.0021678016291948807
86	0.002355789078638394
87	0.0021356114412163702
88	0.002293568110792837
89	0.002213052109177811
90	0.001999610413473863
91	0.0021018339917268387
92	0.0020123941463451346
93	0.002265924991500222
94	0.0021903731811168834
95	0.0015841337597661117
96	0.0016377249452324155
97	0.0021169419822404086
98	0.0017549629138796285
99	0.0014633394051438283
100	0.0015549919547359768
101	0.0017827007384329694
102	0.002137494690738526
103	0.0022264590842810575
104	0.0020186591154900497
105	0.0019448830425755415
106	0.0014681402866201236
107	0.0012799417003597406
108	0.0012971333957192196
109	0.0013557219109350102
110	0.0010841699698302563
111	0.001270068396271552
112	0.001442039901592629
113	0.0010840503569351059
114	8.849133831252513E-4
115	9.316462712673367E-4
116	7.968035754094506E-4
117	8.123116370079549E-4
118	0.001011715200479875
119	0.0012199408949623216
120	0.0010712905408945305
121	0.0010408989391730908
122	7.572697106623216E-4
123	8.159523364568715E-4
124	0.0011280604330811113
125	0.0011806036377663542
126	9.657217684602843E-4
127	0.0010108074875320207
128	0.0013138717652520012
129	0.0012370790035910217
130	0.0010287215815414997
131	9.29471118087595E-4
132	5.618716502751713E-4
133	7.455120923985489E-4
134	7.826160629646869E-4
135	0.001048555481889278
136	0.0011819913352936167
137	0.0011678585172609855
138	9.087440654393139E-4
139	5.831464442032503E-4
140	6.37706509232854E-4
141	5.686497575980122E-4
142	9.237521280002444E-4
143	7.296671935501627E-4
144	7.191194461831015E-4
145	8.350625218410423E-4
146	8.921801089032067E-4
147	0.0014965069791537673
148	0.0020501305219237727
149	0.002628913342936437
150	0.0033421147366858466
151	0.004043930169480218
152	0.003993338814773446
153	0.004364479420422592
154	0.005459820014719837
155	0.005169638453295539
156	0.00614380029975524
157	0.006018603847169981
158	0.00621523050281777
159	0.007610107351714562
160	0.007344390507598259
161	0.007535561579283629
162	0.007561861864633855
163	0.006545348383351804
164	0.006575186973756247
165	0.007027373323308282
166	0.00738795829539214
167	0.008343428182630317
168	0.008632577934601092
169	0.00761678874660281
170	0.007604929402891296
171	0.007662858162883335
172	0.008400702751496649
173	0.007961817553597011
174	0.007646929344155637
175	0.007559777553151378
176	0.007580477977530678
177	0.009290525504968344
178	0.008457700040434163
179	0.008829040262128203
180	0.008806822260267091
181	0.010002563442224268
182	0.00926342503520983
183	0.009075362373604304
184	0.009839452204117234
185	0.009255936443570851
186	0.00850868479438562
187	0.008453317861117922
188	0.008180267708577512
189	0.008271410793182507
190	0.008131035435962853
191	0.008804240642194639
192	0.008672323106864202
193	0.008511754240162778
194	0.008675361259481493
195	0.008956949387680723
196	0.009923718223049846
197	0.008965204345171557
198	0.008905911954585096
199	0.008796568797877508
200	0.008602803560888704
201	0.008766296278789502
202	0.008485771297767161
203	0.00949718162855201
204	0.01047419253614707
205	0.010794420205917777
206	0.010659062985210573
207	0.01029803999799482
208	0.010070959767658441
209	0.010490853892850292
210	0.010206726655587642
211	0.00902157441923257
212	0.009104979389858292
213	0.008622991098449884
214	0.009447653074154681
215	0.007631811165104218
216	0.0066459098294256716
217	0.00694361765840279
218	0.007783312851021398
219	0.0072881352440908485
220	0.007674401545768432
221	0.007557441847803542
222	0.008111302590683619
223	0.00867066282238411
224	0.007189135683816504
225	0.007073038786817463
226	0.0071393492918079724
227	0.006394577274950388
228	0.00716495832232535
229	0.006543843748666556
230	0.007234945992066448
231	0.006689064410928605
232	0.00656410906585411
233	0.00654997311105341
234	0.006460664530635616
235	0.006808478341706044
236	0.006188425500005328
237	0.005844026587207429
238	0.006256102832884209
239	0.00602224822839728
240	0.005919973101437127
241	0.0059670017981572196
242	0.006527488979874401
243	0.005692698682805859
244	0.005630315573823026
245	0.005533786465874899
246	0.004749572905118462
247	0.005149498178842277
248	0.004929368827563998
249	0.005057724367520223
250	0.004687936555285538
251	0.004912027905513615
252	0.004346686393640436
